-0.6804,-0.7244,-0.6696,-0.6793,0.2015,0.2613,0.3083,0.3381
-0.3271,-0.3779,-0.3272,-0.3284,0.5035,0.3322,0.4861,0.3495
-0.0191,-0.0549,-0.0151,-0.0193,0.7013,0.5523,0.5845,0.6765
0.1607,0.1399,0.16,0.161,0.9194,0.7977,0.8349,0.9591
0.4818,0.4477,0.4819,0.4825,0.9184,0.9707,0.9258,0.9979
